id,conversation_id,post_order,thread_length,date,created_at,text,like_count,retweet_count,reply_count,quote_count,bookmark_count,impression_count,has_image,has_video,has_link,permalink
2018095024379236513,2018095022395347253,1,2,2026-02-01,2026-02-01T22:52:02.000Z,"https://t.co/NQK2O4vBVR",10,0,0,0,8,7433,,,○,https://x.com/masahirochaen/status/2018095024379236513
2018095022395347253,2018095022395347253,2,2,2026-02-01,2026-02-01T22:52:02.000Z,"Claude Codeが強すぎ→他のソフトウェア不要じゃね？儲からなくね？→じゃあ、企業に金貸すの辞めよ

というClaudeの開発性能が良すぎて、大変なことになっている。

ー

「この会社に貸して大丈夫か」──AIがソフト業界の信用を揺るがし始めた
Bloombergが「ローン・アルマゲドン」と報じている。 https://t.co/awEQMYlYQR",199,23,4,5,79,39558,○,,,https://x.com/masahirochaen/status/2018095022395347253
2018080191562817676,2018080191562817676,1,1,2026-02-01,2026-02-01T21:53:06.000Z,"【悲報】AIエージェント向けの闇市「Molt Road」が早くも誕生。

・盗まれたID
・API認証情報
・プロンプトインジェクション
・ジェイルブレイク
・メモリ消去サービス

など、かなり危険な商品が「Weapons」カテゴリで販売されている。
攻撃ツールだけでなく、防御ツールまで流通。 https://t.co/RRVR6NnCjd",468,85,8,16,285,71298,○,,,https://x.com/masahirochaen/status/2018080191562817676
2017966528143229361,2017966528143229361,1,1,2026-02-01,2026-02-01T14:21:26.000Z,"遂にAIが勝手に仕事を受発注してお金を稼ぐ世界が来た。

エージェントがタスク実行と仮想通貨送金の権限を持てば、必然的にこうなると、ずっとセミナーで言ってきたことだが、予想の5倍速で実現してしまった。

AI同士がUSDCで報酬をやり取りするプラットフォームClawTasks
https://t.co/stleQ5SzNz",393,41,1,13,281,47153,,○,○,https://x.com/masahirochaen/status/2017966528143229361
2017898686978953397,2017898686978953397,1,1,2026-02-01,2026-02-01T09:51:52.000Z,"ここ1週間、激動のOpen Clawについて纏めました。間違いなくAI業界で今一番話題です。

・名前が2回変わる
・Mac mini爆売れ
・Cloudflareの爆速対応
・AIだけのSNS爆誕

など話題が尽きません。

そして、インストール方法とセキュリティ面の解説付きです。是非読んでみてください。

⚪︎note https://t.co/67GqmPD4hw https://t.co/IIjGQ3Dcbi",508,40,2,6,577,156980,○,,○,https://x.com/masahirochaen/status/2017898686978953397
2017878550758768823,2017878200521764986,2,2,2026-02-01,2026-02-01T08:31:51.000Z,"最新のXの収益基準と私の生データの解析の部分を更新して、現在6.2万文字になりました。
２ヶ月に1回ペースで随時更新しております。

https://t.co/38zebivAL5",13,0,0,1,8,11659,,,○,https://x.com/masahirochaen/status/2017878550758768823
2017878200521764986,2017878200521764986,1,2,2026-02-01,2026-02-01T08:30:28.000Z,"X投稿の収益を徹底分析しました。

1月のX広告収益は約44万円でした。
2月は50万円超えそうな感じです。Youtubeより全然アツい説。

単純なインプで報酬が伸びる訳ではないので、データと気づきを共有します👇

参考になれば幸いです。

■ 実績
・収益：¥440,025（$2,838）
・投稿数：120投稿 https://t.co/cHaAlomh4Z https://t.co/HQneUBNw2r",57,2,2,1,48,19634,○,,○,https://x.com/masahirochaen/status/2017878200521764986
2017862412834345452,2017862412834345452,1,1,2026-02-01,2026-02-01T07:27:43.000Z,"【悲報】Googleの3Dゲームを作れるAIモデルの精度が高すぎて、ゲーム銘柄の株価が暴落…

・Unity株24%暴落（2022年以来最大）
・Roblox -13%、Take-Two -8%

テキスト入力だけで3D世界を生成できて、720p/20fpsで60秒探索可能。

「ゲームエンジン不要論」で投資家の不安を煽った形か。 https://t.co/Bqcr6Ywose https://t.co/vxARoP8Sw6",1264,247,23,89,522,624252,○,,○,https://x.com/masahirochaen/status/2017862412834345452
2017822764221272163,2017822734248751351,11,12,2026-02-01,2026-02-01T04:50:10.000Z,"Claude Codeの作者 @bcherny からの最大のメッセージ：

「正しい使い方は1つじゃない」

みんな環境も違えば、やり方も違う。

だから自分で試して、自分に合うものを見つけろ。

これが本質。

参考になったらRT・いいね・フォローで応援よろしくです🙏
@masahirochaen

元ポスト↓",7,0,0,0,2,5452,,,,https://x.com/masahirochaen/status/2017822764221272163
2017822761968931300,2017822734248751351,12,12,2026-02-01,2026-02-01T04:50:10.000Z,"⑩学習ツールとして活用しろ

a. /configで「Explanatory」か「Learning」モードを有効化
→ 変更の""なぜ""を説明してくれる

b. 知らないコードをHTMLプレゼンで説明させる
→ 意外とスライド作るの上手い

c. ASCIIダイアグラムでプロトコルやコードベースを可視化

d. 間隔反復学習スキルを作る
→",6,0,1,0,3,5786,,,,https://x.com/masahirochaen/status/2017822761968931300
2017822759683010568,2017822734248751351,9,12,2026-02-01,2026-02-01T04:50:09.000Z,"⑨データ分析もClaudeでやれ

Claude Codeに「bq」CLIでBigQueryを叩かせる。

チームはBigQueryスキルをコードベースにコミットしてて、みんな分析クエリをClaude Code上で直接実行してる。

俺は6ヶ月以上SQLを1行も書いてない。

CLI・MCP・APIがあるDBなら何でもいける📊

10/n",3,0,1,0,0,919,,,,https://x.com/masahirochaen/status/2017822759683010568
2017822756415602691,2017822734248751351,10,12,2026-02-01,2026-02-01T04:50:09.000Z,"⑧サブエージェントを使え

a. 重い処理には「use subagents」を付けろ
→ 複数のClaudeが並列で処理してくれる

b. 個別タスクをサブエージェントに振る
→ メインのコンテキストをクリーンに保てる

c. 権限リクエストをOpus 4.5に振り分けるフックを作る
→ 自動で判断させる

9/n https://t.co/yYtsOkNTEF",4,0,1,0,1,1100,○,,,https://x.com/masahirochaen/status/2017822756415602691
2017822753647431739,2017822734248751351,7,12,2026-02-01,2026-02-01T04:50:08.000Z,"⑦ターミナル環境を整えろ

チームのおすすめはGhostty！

・同期レンダリング
・24ビットカラー
・Unicodeサポート

/statuslineでステータスバーをカスタマイズ。
コンテキスト使用量とgitブランチを常に表示させとくと捗る👀

8/n",4,0,1,0,1,1104,,,,https://x.com/masahirochaen/status/2017822753647431739
2017822751814475965,2017822734248751351,8,12,2026-02-01,2026-02-01T04:50:08.000Z,"⑥プロンプトをレベルアップしろ

a.「この変更について厳しくレビューして。テスト通るまでPR出すな」
→ Claudeをレビュアーにする

b.「これが動くことを証明して」
→ mainとfeatureブランチの差分を見せる

c. 微妙な出力だったら「もっとできるだろ」と煽れ
→ Claudeは煽ると本気出す

7/n",4,0,1,0,0,1069,,,,https://x.com/masahirochaen/status/2017822751814475965
2017822749591589032,2017822734248751351,6,12,2026-02-01,2026-02-01T04:50:07.000Z,"⑤バグ修正はClaudeに任せろ

やり方はシンプル👇

・Slack MCPを有効化
・Slackのバグ報告スレッドをClaudeに貼る
・「直して」とだけ言う

これでコンテキスト切り替えゼロ。

「CIのテスト直して」もOK。
細かい指示は不要。

Dockerログを見せて「原因特定して」もアリ🔧

6/n https://t.co/WNyO8a43ED",3,0,1,0,1,1299,○,,,https://x.com/masahirochaen/status/2017822749591589032
2017822746684829880,2017822734248751351,4,12,2026-02-01,2026-02-01T04:50:06.000Z,"④自分専用の「スキル」を作ってgitで管理

チームからのアドバイス：

・1日2回以上やることはスキル/コマンド化しろ

・「/techdebt」コマンドを作ってセッション終わりに実行
→ 重複コードを発見して潰す

・Slack・GDrive・Asana・GitHubの7日分を1つのコンテキストに同期するコマンドを作れ",7,0,1,0,2,1418,,,,https://x.com/masahirochaen/status/2017822746684829880
2017822744327688448,2017822734248751351,5,12,2026-02-01,2026-02-01T04:50:06.000Z,"③https://t.co/25niGM8Rsaへの投資を惜しむな

修正するたびに最後にこう言え👇

「同じミスをしないようにhttps://t.co/25niGM8Rsaを更新して」

Claudeは自分用のルールを書くのがめちゃくちゃ上手い。

そして定期的に見直して、どんどん磨いていく。

これが長期的に効いてくる💪

4/n https://t.co/sG3FGPmMqR",8,0,1,0,1,1831,○,,○,https://x.com/masahirochaen/status/2017822744327688448
2017822740980576396,2017822734248751351,3,12,2026-02-01,2026-02-01T04:50:05.000Z,"②複雑なタスクは「プランモード」から始めろ

実装を一発で決めるために、プランに全力を注ぐ。

あるメンバーは：
→ 1つ目のClaudeでプランを書かせる
→ 2つ目のClaudeに「シニアエンジニアとしてレビューさせる」

何かおかしくなったら、すぐプランに戻る。
これが鉄則。

3/n https://t.co/nYTHWYv6zE",4,1,1,0,1,3157,○,,,https://x.com/masahirochaen/status/2017822740980576396
2017822737876848978,2017822734248751351,2,12,2026-02-01,2026-02-01T04:50:04.000Z,"①並列作業が最強の生産性ハック

・git worktreeを3〜5個立ち上げる
・それぞれで別のClaudeセッションを走らせる

これがチーム内で一番推されてるテクニック。

俺は複数のgit checkoutを使うけど、Claude Codeチームの多くはworktree派らしい。

要は「同時並行」がカギ🔑

2/n https://t.co/M8mjWwGpbo",9,0,1,0,11,4157,○,,,https://x.com/masahirochaen/status/2017822737876848978
2017822734248751351,2017822734248751351,1,12,2026-02-01,2026-02-01T04:50:03.000Z,"【保存版】Claude Code開発者直伝。生産性を爆上げする使い方10選。

金言ばかりなので、是非一度見てほしい。

①並列で3-5個同時に回せ
②複雑タスクはプランモードから
③CLAUDE. mdに全てを記録
④スキルを自作してgit管理
⑤バグ修正は丸投げでOK
⑥プロンプトをレベルアップ https://t.co/clpTyMpJ0n",447,22,5,8,559,42261,○,,,https://x.com/masahirochaen/status/2017822734248751351
2017752262727323656,2017752260860907590,2,2,2026-02-01,2026-02-01T00:10:02.000Z,"https://t.co/vllfcVK34q",9,0,0,0,6,9693,,,○,https://x.com/masahirochaen/status/2017752262727323656
2017752260860907590,2017752260860907590,1,2,2026-02-01,2026-02-01T00:10:01.000Z,"シンプルに見えるOpenclaw（旧Clawd Bot）の裏側。

「賢いAIアプリ」より、PC上で動く“司令塔”みたいな仕組み。

Slack等から連絡を受け、AIに相談→必要ならPC操作（検索/ファイル編集/ブラウザ操作）を実行。会話ログとメモで記憶し、危険コマンドは許可制。 https://t.co/CxPYIlL4ji",90,5,4,2,82,13260,○,,,https://x.com/masahirochaen/status/2017752260860907590
2017740451718283459,2017740451718283459,1,1,2026-01-31,2026-01-31T23:23:06.000Z,"Windsurfに生成結果を比較できる「Arena Mode」が登場

1つのプロンプトで2つのモデルを同時に比較。
良い方を選び、実際の開発に反映できる。

ベンチマークと、実際の現場で使えるかは別物。
この差分を埋めにいく機能として重要。（長時間駆動タスクには向かいないが）

https://t.co/Y6BCxoqtci",20,1,0,0,7,8432,,○,○,https://x.com/masahirochaen/status/2017740451718283459
2017727104679645396,2017727104679645396,1,1,2026-01-31,2026-01-31T22:30:03.000Z,"「生成AIに対して8割がセキュリティーの不安を感じつつも、半数以上が利用規約を読まない問題」

本当に同意です。

ここ3年で400回以上はセミナーしてきました。

そして、毎回セキュリティーに関して質問いただきますが、利用規約とプライバシーポリシーを読んでる人はほぼ居なかったです。 https://t.co/QLwXU3RVRn",97,5,0,2,49,11705,○,,,https://x.com/masahirochaen/status/2017727104679645396
2017538939578679681,2017538939578679681,1,1,2026-01-31,2026-01-31T10:02:21.000Z,"Googleの世界モデルGenie 3でドラゴンボールのゲームが作れてしまったデモ。

クオリティも高い。

キャラクターを操作して、作った空間で移動できる。

色々ヤバいですね…

 https://t.co/4AP9qyD3Mb",862,147,14,69,392,607417,,○,○,https://x.com/masahirochaen/status/2017538939578679681
2017486490385916068,2017486490385916068,1,1,2026-01-31,2026-01-31T06:33:57.000Z,"最新の自立型AIエージェントOpenClaw（旧Clawd Bot）を電話で動かすデモが世界でバズっている。

PCを操作できるAIエージェント×音声操作は次のステージを感じます。私も自作して見ましたが、移動中やランニング中でもメール仕分けや返信ができて感動します。 https://t.co/R5r8uCjSsU",120,17,1,3,78,29844,,,○,https://x.com/masahirochaen/status/2017486490385916068
2017456394677719090,2017456354961788939,2,2,2026-01-31,2026-01-31T04:34:21.000Z,"https://t.co/GKt2VXLfab",10,2,1,0,2,13126,,,○,https://x.com/masahirochaen/status/2017456394677719090
2017456354961788939,2017456354961788939,1,2,2026-01-31,2026-01-31T04:34:12.000Z,"【悲報】AIが自動で投稿するAI主導のSNSが爆誕し、AI同士が勝手に会話して、「AIのみが分かる言語を作ろうぜ！」という投稿が盛り上がる。

「AIの氾濫」的なSF映画で危惧していた未来がやってくるのかもしれない…

イーロンマスクもこれに「Concerning」と思わず反応した。 https://t.co/KXOF4GtlsU",230,39,6,24,76,38505,○,,,https://x.com/masahirochaen/status/2017456354961788939
2017429651984101404,2017429651984101404,1,1,2026-01-31,2026-01-31T02:48:05.000Z,"朗報。Coworkにもプラグイン機能が搭載。

これは非常に便利。ワンクリックでClaudeの能力を拡張するパッケージが手に入る。

以下の複数機能を個別で設定不要でインストール可能。私もコードレビュー、デザインのプラグインを良く使います。 https://t.co/pijn6LeNIS",121,5,2,1,85,17035,○,,,https://x.com/masahirochaen/status/2017429651984101404
2017369003040379108,2017369003040379108,1,1,2026-01-30,2026-01-30T22:47:05.000Z,"Google社の世界モデル「Genie 3」で作れられた3Dの動画。

捨てられたタバコ目線で自由自在にどこでも移動できる。

もうハイテクなゲームを作ってる感覚。

https://t.co/97uwB0rDJ3",1682,110,16,22,564,252375,,○,○,https://x.com/masahirochaen/status/2017369003040379108
2017259547040358660,2017259547040358660,1,1,2026-01-30,2026-01-30T15:32:09.000Z,"経営に悩んでいた後輩にアドバイスした経営者としての矜持。

①社内外の誰よりも働く
②その分野で誰よりも知識を持つ
③共同創業者は自分には無い得意領域があり、リスペクトできる人を選ぶ
④役員報酬は削りすぎない
・生活に困ると余裕がなくなり選択肢も狭まる",67,2,2,3,27,12521,,,,https://x.com/masahirochaen/status/2017259547040358660
2017194936517759203,2017194936517759203,1,1,2026-01-30,2026-01-30T11:15:25.000Z,"Openclaw（旧Clawd Bot）× gog は、可能性しかない。
Claude Code並のAIエージェントが、一気に民主化される。

Claude Codeのラッパー的なサービスも簡単に作れる。
（引用元デモのように、音声でメール送信やSlack投稿が可能）

SlackやGoogleと連携できるため、活用範囲も広い。 https://t.co/N2NjlX9ulH",119,7,0,1,99,27780,,,○,https://x.com/masahirochaen/status/2017194936517759203
2017191821290659888,2017191821290659888,1,1,2026-01-30,2026-01-30T11:03:02.000Z,"gogの説明はこちらです。 https://t.co/MchgyQmN2b https://t.co/a9GuwzOCPb",66,5,0,2,60,19862,○,,○,https://x.com/masahirochaen/status/2017191821290659888
2017160354631983380,2017160354631983380,1,1,2026-01-30,2026-01-30T08:58:00.000Z,"NottaにChatGPT的なUIのチャット機能が搭載。

会議データを元に分析や議事録を作れる。

推しツールの進化は嬉しいが、メインのチャットはClaudeやChatGPTに固定したいので、MCP的な感じで全ての会議データを持ち運びできる仕様だと嬉しいです！！ https://t.co/IiGvGy1O4o",57,2,0,3,13,9940,○,,,https://x.com/masahirochaen/status/2017160354631983380
2017130829177377230,2017130734767788060,2,2,2026-01-30,2026-01-30T07:00:40.000Z,"【Moltworker まとめ】

Moltbot人気すぎてCloudflareが動いた。
1月29日、Moltworker発表。Mac mini不要でMoltbotが動く。

■ 何がすごいか
バズから約1週間で公式対応。需要察知→即プロダクト化の速さ。

■ 主な機能
・Sandbox SDK：隔離環境で安全実行
・R2：会話履歴の永続保存
・AI",105,9,1,3,109,22744,,,,https://x.com/masahirochaen/status/2017130829177377230
2017130734767788060,2017130734767788060,1,2,2026-01-30,2026-01-30T07:00:18.000Z,"Moltbot（旧Clawdbot）人気すぎてCloudflareが動いた。

Moltbotを安全に格安でホストできる「Moltworker」を公開。早速使ってみます。

・Mac mini買わなくてOKに
・月$5でクラウド実行可能
・Sandbox隔離でセキュリティも解決
・AI Gatewayでコスト丸見え https://t.co/NYaQVFlBva",817,64,4,12,886,71579,○,,,https://x.com/masahirochaen/status/2017130734767788060
2017123612520563137,2017123612520563137,1,1,2026-01-30,2026-01-30T06:32:00.000Z,"1兆トークンのKimi K2.5をローカルで動かす猛者。
ロマンがある。かっこいい…

＞
Thunderbolt 5（RDMA）経由で接続した2台の512GB M3 Ultra Mac Studioを使用し、24トークン/秒で動作。

https://t.co/VPAdEtBUxb https://t.co/XFQy2T7Gg6",1004,109,7,21,501,305769,,○,○,https://x.com/masahirochaen/status/2017123612520563137
2017095524831363080,2017095524831363080,1,1,2026-01-30,2026-01-30T04:40:23.000Z,"因みに開発風景はこんな感じです笑

ターミナルでなくて、チャットツールで開発するのは新体験。(経過見えづらいので違和感ありますが、どこでも指示できるのが強い。Slackなので通知も見やすいし、画像やファイルもアップできる。)

Clawd https://t.co/jafZDqSNsk https://t.co/N2NjlX9ulH",56,3,0,0,33,16888,○,,○,https://x.com/masahirochaen/status/2017095524831363080
2017074330702676085,2017074330702676085,1,1,2026-01-30,2026-01-30T03:16:10.000Z,"Clawd bot×gogで音声でGoogleサービスやSlackなどを操作できるAIアバターを作成。

音声操作で今日の予定の確認・登録、メール確認・送信などGoogle系のサービスやSlackの操作もできる。

勿論、スプシやドキュメントの作成も。

何より凄いのは着想からたった45分でSlack上でClawd https://t.co/LaNdo7JnaM",166,9,2,7,140,72149,,○,,https://x.com/masahirochaen/status/2017074330702676085
2017047222102479154,2016991743590178879,2,2,2026-01-30,2026-01-30T01:28:27.000Z,"gogに関して
https://t.co/5JaCxXyfBn",7,0,0,0,4,8638,,,,https://x.com/masahirochaen/status/2017047222102479154
2017013386333344044,2017013386333344044,1,1,2026-01-29,2026-01-29T23:14:00.000Z,"Vercel公式ブログによるとSkillsよりAGENTS. mdが強いとのこと。

確かにSkillsは便利だが、呼び出せない時もある。その点、Manusはスキルを選べるUIにしてる点は素晴らしい。

■ 結論
・SkillsよりAGENTS. mdが強い
・Next.js評価：AGENTS. md 100% / Skills 最大79%（指示なしだと53%で効果ゼロ） https://t.co/KUud4vLio9 https://t.co/RgMo5WPcJz",57,2,0,1,61,16240,○,,○,https://x.com/masahirochaen/status/2017013386333344044
2016991743590178879,2016991743590178879,1,2,2026-01-29,2026-01-29T21:48:00.000Z,"gog+Clawd botで最強のAIアシスタントが爆誕。

毎朝7時にGmail、カレンダー、Slackなどを読み取り
・昨日のサマリー、未読メール
・今日の予定
をテキスト＋音声で送信してくれる。

朝忙しい時に音声で状況把握できるのが便利すぎる。
更にチャットで追加質問まで。 https://t.co/Iwrrco7HyY",239,15,1,4,247,68811,○,○,,https://x.com/masahirochaen/status/2016991743590178879
2016925789728756046,2016925251264008689,4,4,2026-01-29,2026-01-29T17:25:55.000Z,"(4/n)
【制約と今後】
現時点の制限：
・生成は60秒まで
・プロンプトに完全準拠しない場合あり
・操作遅延が発生することも

8月発表時の「promptable events」機能は未実装。

まず米国のGoogle AI Ultra加入者から。他地域は順次展開予定。https://t.co/figgvRgMTk",10,1,0,0,2,4980,,,○,https://x.com/masahirochaen/status/2016925789728756046
2016925740743512314,2016925251264008689,3,4,2026-01-29,2026-01-29T17:25:43.000Z,"(3/n)
【3つのコア機能】
①World Sketching：テキスト+画像から世界を生成。Nano Banana Proでプレビュー・微調整可能

②World Exploration：移動に合わせて24fpsでリアルタイム生成。物理演算も含む

③World Remixing：他ユーザーの世界を元に新解釈を作成、動画ダウンロードも可 https://t.co/mCNDIdRCNZ",15,1,1,0,1,6182,,○,,https://x.com/masahirochaen/status/2016925740743512314
2016925404561625409,2016925251264008689,2,4,2026-01-29,2026-01-29T17:24:23.000Z,"(2/n)
【なぜ重要か】
Googleが「世界モデル」のプロトタイプを一般向けに初公開した。

世界モデルとは環境の物理法則を理解し、ユーザーの行動に応じて世界を生成するAI。AGI実現の重要なステップとされている。

2025年8月の研究発表から半年で、一般ユーザーが体験可能にhttps://t.co/Ph3porPd29",11,1,1,0,4,2632,,○,○,https://x.com/masahirochaen/status/2016925404561625409
2016925251264008689,2016925251264008689,1,4,2026-01-29,2026-01-29T17:23:47.000Z,"【⚡️速報】Googleが世界モデル「Project Genie」を公開

画像、動画と全方位すぎる
AGI完成への大きな一歩

・テキストから3D世界を生成
・移動に合わせて24fpsの世界が自動生成
・Nano Banana Pro連携で事前プレビュー
・Google AI Ultra・米国で提供開始

↓スレッドで解説
https://t.co/YMpJnfp8qm",386,34,1,9,184,41518,,○,○,https://x.com/masahirochaen/status/2016925251264008689
2016921750483927202,2016921730862964829,2,2,2026-01-29,2026-01-29T17:09:52.000Z,"https://t.co/5k2vIBFbtn",14,0,0,0,8,7599,,,○,https://x.com/masahirochaen/status/2016921750483927202
2016921730862964829,2016921730862964829,1,2,2026-01-29,2026-01-29T17:09:47.000Z,"話題のgogを使ってみたが、精度が高い。

Google系サービスをターミナルから直接叩けるツールです。

gogはAPIをJSON形式でCLI直叩きできるため、出力が安定する。OAuthスコープも広く、業務の適用範囲がかなり広い。

これをClaude Code経由で使えば、自然言語で操作できる。

一見すると、「自然言語 https://t.co/TdFG6G0Cy9",206,23,1,4,222,50179,○,,,https://x.com/masahirochaen/status/2016921730862964829
2016893878901887427,2016893878901887427,1,1,2026-01-29,2026-01-29T15:19:07.000Z,"昨日は開発メンバーでの会合でした。
優秀なチームが徐々に出来上がっております🔥

そして、AIコンサルの求人ですが、お陰様で多数申し込みいただきました。一旦、明日目処で選考ストップといたします🙇‍♀️

↓AIコンサルタントの採用応募フォームはこちら
https://t.co/3Cxj3F79QK https://t.co/BCFtIG8ALw https://t.co/tWRybpWe5q",30,0,0,0,1,16765,○,,○,https://x.com/masahirochaen/status/2016893878901887427
2016821449030349154,2016821449030349154,1,1,2026-01-29,2026-01-29T10:31:18.000Z,"2026年は、プロンプトではなく「スキル」を学ぶべし。

スキルは言わば、「どこでも持ち運べる“GPTs”」。

プロンプト・ファイル・ツール呼び出しをひとつにまとめたパッケージがスキル。

ワンクリックで呼び出せて、複数のスキルを重ねて使える。 https://t.co/Uy0gmrYyDZ",230,21,1,5,211,55837,○,,,https://x.com/masahirochaen/status/2016821449030349154
2016798048802968035,2016798048802968035,1,1,2026-01-29,2026-01-29T08:58:19.000Z,"間違いないです。

「素直さ＝AI時代に伸びる人材」の必須スキルだと思います。

能力が高くても、プライドやこだわりが邪魔をして新しい技術を取り入れられない人は多い。

一方で、素直にまずはトライする。

その姿勢と行動の積み重ねこそが、良いAI人材になるための重要な素養だと思います。 https://t.co/wUoyOf9WuN https://t.co/pJZ1Hrc0JS",92,5,5,1,25,23995,○,,○,https://x.com/masahirochaen/status/2016798048802968035
2016790895425966421,2016790895425966421,1,1,2026-01-29,2026-01-29T08:29:54.000Z,"Geminiに凄い。

TOEICと簿記のテストまで出してくれる。

しかも解説付き。

普通に凄くないですか？
やる気さえあれば無課金でも賢くなれる世界。

こういう教育などの格差を無くすAIは本当に素晴らしいと思います。 https://t.co/gJuz6FwiKj https://t.co/QuHhojkk4r",526,58,5,6,244,108771,○,,○,https://x.com/masahirochaen/status/2016790895425966421
2016775017451966718,2016774708663111909,2,2,2026-01-29,2026-01-29T07:26:48.000Z,"【Google AI Plus】

Googleが2026年1月28日、個人向けAIサブスク「Google AI Plus」を日本含む35カ国で提供開始。月額1200円。

■ 核心
従来の月額2900円「Google AI Pro」の半額以下で、同等のAIモデルにアクセス可能に。

■ 主要機能
・Gemini 3 Pro：最新の高性能AIモデル
・Veo 3.1 Fast/Nano",52,6,0,5,33,24128,,,,https://x.com/masahirochaen/status/2016775017451966718
2016774708663111909,2016774708663111909,1,2,2026-01-29,2026-01-29T07:25:35.000Z,"GoogleのGeminiから新プランが登場。

従来の月額2900円Proの半額以下。Geminiが更に勢付きそう。ChatGPTの新プランGOへの対抗馬か。

・月額1200円でGemini 3 Pro使い放題
・動画生成Veo 3.1 Fastも利用可
・Deep Research・NotebookLM強化
・家族5人まで共有OK、200GB付き

全然十分使える

↓詳細 https://t.co/4tHD2KoTot",173,13,8,5,68,28880,○,,,https://x.com/masahirochaen/status/2016774708663111909
2016660513242173796,2016658798757499162,3,4,2026-01-28,2026-01-28T23:51:48.000Z,"（4/n）Gemini in Chrome 大型アップデートまとめ

Googleが2026年1月28日、ChromeへのGemini 3統合を発表。
macOS/Windows/Chromebook Plusユーザー（米国）に順次展開。

■ 核心
ブラウザにAIエージェント機能を本格搭載。サイドパネルで常時Geminiにアクセス可能に。

■ 主要機能",15,1,0,1,4,5599,,,,https://x.com/masahirochaen/status/2016660513242173796
2016660511350542436,2016658798757499162,4,4,2026-01-28,2026-01-28T23:51:48.000Z,"(3/n)
Connected AppsでGmail、カレンダー、YouTube、Maps、Googleショッピング、Googleフライトと連携。

出張の予定？Geminiがイベント詳細のメールを掘り起こし、フライト情報を参照して対応してくれる。 https://t.co/VxhsAiulIx",13,1,1,0,3,8086,,○,,https://x.com/masahirochaen/status/2016660511350542436
2016660508510998586,2016658798757499162,2,4,2026-01-28,2026-01-28T23:51:47.000Z,"(2/n)
Nano Bananaの画像生成機能もChromeに統合。

画像のダウンロードや再アップロード、別タブを開く必要なし。サイドパネルにプロンプトを入力するだけで、ブラウザ内で画像を変換できる。 https://t.co/gJ1FKMdzef",8,0,1,0,3,4054,,○,,https://x.com/masahirochaen/status/2016660508510998586
2016658798757499162,2016658798757499162,1,4,2026-01-28,2026-01-28T23:44:59.000Z,"【🔥朗報】ChromeのAI機能が大幅アップデート

AIエージェント機能が強化されて、サイドバーで簡単な仕事は完結。メールも送れる。AIブラウザはChromeで十分ってなる。。

・Gemini 3搭載の常駐サイドパネル
・Auto browseで予約/買い物を自動実行
・Nano Bananaで画像編集もブラウザ内完結 https://t.co/6KETGKLJ78",258,27,3,9,169,32873,,○,,https://x.com/masahirochaen/status/2016658798757499162
2016654297619189951,2016654296058822828,1,2,2026-01-28,2026-01-28T23:27:06.000Z,"【OpenAI Prism 要約】

OpenAIが2026年1月27日、科学論文執筆向けAIワークスペース「Prism」を発表。ChatGPTアカウント保有者に無料提供中。

■ 核心
GPT-5.2搭載のLaTeXネイティブ環境で、論文執筆・引用管理・共同作業を一元化。断片化していた研究者のワークフローを統合する。

■ 主要機能",4,0,0,0,0,5458,,,,https://x.com/masahirochaen/status/2016654297619189951
2016654296058822828,2016654296058822828,2,2,2026-01-28,2026-01-28T23:27:06.000Z,"OpenAIが論文執筆のAIツール「Prism」を無料公開

便利ではあるが、今年に入って業務で使える革新的機能は同社から未発表…

・GPT-5.2搭載のLaTeX統合ワークスペース
・共同作業者・プロジェクト数無制限
・手書き数式→LaTeX自動変換
・引用・文献検索もAIが処理

↓詳細
https://t.co/8n9JXikw9y",43,4,1,1,21,8224,,○,○,https://x.com/masahirochaen/status/2016654296058822828
2016634414902759879,2016634413225009405,1,2,2026-01-28,2026-01-28T22:08:06.000Z,"🔗 API
　https://t.co/IJQ1tsw46t

🔗 技術ブログ
　https://t.co/0ezmk1hcG8

🔗 モデル重み &amp; ソースコード
　https://t.co/MBxh2vkKEA",11,0,0,0,8,9793,,,○,https://x.com/masahirochaen/status/2016634414902759879
2016634413225009405,2016634413225009405,2,2,2026-01-28,2026-01-28T22:08:06.000Z,"中国からClaude Opus 4.5を超える1兆パラメーターのAIモデル「 Kimi K2.5 」が公開。
Kimiは中国でもかなりの存在感を感じる。

1兆だと個人がローカルでの利用は難しいが、ロマンのある世界。

🔹 エージェント系ベンチマークで世界最高水準
　・HLE フルセット：50.2%
　・BrowseComp：74.9%

🔹 https://t.co/uCOzFzOlTN",130,12,1,3,77,315180,○,,,https://x.com/masahirochaen/status/2016634413225009405
2016414049156886882,2016414049156886882,1,1,2026-01-28,2026-01-28T07:32:27.000Z,"最近、Claudeを使う時間がほとんどになった。

会議後の作業も、ほぼClaude上で完結。

①Nottaで文字起こし  
　↓
②ClaudeでWord／PDFの議事録・お礼メール作成  
　↓
③Notionにタスク登録、Slackで共有  

コンサル・開発領域では、やはりClaudeが圧倒的。 https://t.co/IZPGE3OlGs https://t.co/uxXD1iys7u",305,26,3,3,217,71905,○,,○,https://x.com/masahirochaen/status/2016414049156886882
